投诉问题,投诉对象,发布日期,投诉要求,投诉内容
 额外收取手续费,宁波银行,2020年06月30日 13:25," 退款,赔偿",2019年6月13日 在宁波银行办理信用卡83期万利金分期业务10万元，第一个月7月2日本息共还2133.72元后，发现利率并非宣传时那样6%，提出提前还贷，之后8月账户出现103***.04元，多于剩余本金（10万-已还1204.8） 当月需还2133.72的金额。现希望退还贷款时并未说明的手续费 2666.12。并且在9月还款结束后仍有20元虚假账单，请一并归还。
 暴力催收 骚扰亲友,宁波银行,2020年06月29日 12:43," 改善服务,停止骚扰",19下半年开始和朋友一起投资餐厅，开业没多久就碰上疫情，接着好几个月都入不敷出，今年4月底被迫关门，投资完全失败。因为手头现金紧张，最近2个月没有及时足额还清宁波银行借款，他们就开始不停的打电话（有一天打十几次的），还骚扰亲友和我上班的公司、发短信威胁要上公司催收，现在已经严重影响到我的工作、生活还有家人，导致我无法安心工作，努力赚钱尽快还清欠款！我希望他们立即停止骚扰，特别是骚扰家人、朋友和工作单位的野蛮行为！
" 合作商户不诚信,虚假宣传,客服服务态度差",宁波银行,2020年06月28日 19:03," 退款,解释,改善服务,退还手续费",1：6月25日当天晚上，我看到宁波银行有6.18折的贷款优惠券，我原本是7折的，所以原本想换一下手，提前还掉，我借了10万，当时我问业务员，业务员说我今天晚上还进去，可以减免手续费；我就去其他平台借款凑了10w，还了进去，我答应他们借29万额度，因为我额度就29万，第二天打电话说1200 减免不了，手续费只有100多，另外一千多是利息，让人无语，现在想把这29万提前换掉，又要利息，这真的是大坑啊 一天150 的利息，想还 ，又没钱， 1200 又不退，感觉宁波银行就是坑多。。。。2，处理投诉的人态度恶劣，声音比我还大 ，一会说1200 元是利息，一会说是手续费，一会说手续费就是利息，完全忽悠人，和我的客户经理说的完全驴头不对马嘴，
" 功能限制,暴力催收",宁波银行,2020年06月24日 16:36," 改善服务,停止催收，协商还款",京东金融里的宁波银行直接贷，因关闭额度及疫情和生活中的一些变故，五月起开始逾期，在本人有还款意愿及还款行为情况下，拒绝协商，通过搜索到学校校长电话，暴力催收，对我工作及生活造成了极大影响。要求停止催收，消除影响，协商还款！
" 合作商户不诚信,虚假宣传,终端设备故障,隐瞒消费者,软件故障",宁波银行,2020年06月23日 13:35," 退款,解释,改善服务,赔偿",这个已经有许多客户受骗，我也跟他们一样问题。我截图给大家看，今天提前还款，我还以为已经没有收取提前还款手续费了，结果竟然还有！我没注意，不过也没事，反正这个已经被曝光，还有它的APP有误，显示的数据有误！是他们技术问题，我还款全部还清，结果显示之后显示还有一期！但是APP里面的账单已经没有显示，不过一直以来我感觉万利金有砍头息的成分，因为放款的时候，我就发现我可用金额跟实际金额查了一期！大家有没有这个感觉！这应该就是砍头息吧
" 隐瞒真实费率和违约金,收取提前还款手续费",宁波银行,2020年06月22日 19:10, 退款,2019年8月8日办理了宁波银行的万利金，业务经理宁波银行无锡分行王维学介绍是贷款，利息很低，月利率只有百分之六，没有提到过早还款需要付违约金的情况下，给我做了最长年限60期。可后来才知道是属于分期付款，利息计算方式和贷款完全不一样，时间越久利息越高，还到后面利息远远高于宣传不知道多少倍，存在欺诈行为。我要求办理提前还款，却要求高达3%的提前还款手续费。业务经理在办理时并未说明违约金情况，利率跟实际严重不符，早还款要收取奇高手续费。现我要求提前还款，并免于支付提前还款手续费！
 货贷逾期爆通讯,宁波银行,2020年06月20日 12:17, 停止爆通讯催收,请求宁波银行停止爆通讯催收 请于理解疫情导致工资不能到位 但又跟客服人员说过6.25还上请于理解 但工作人员催收骚扰 希望宁波银行停止骚扰 货贷逾期没能及时上希望给予一个适当的理解 每月都有及时还货贷。
 虚假宣传,宁波银行,2020年06月16日 15:13, 免除提前还款违约金,2018年7月办理了宁波银行的万利金，业务经理介绍是贷款，利息很低，月利率只有百分之六，没有提到过早还款需要付违约金的情况下，给我做了最长年限96期。可后来才知道是属于分期付款，利息计算方式和贷款完全不一样，时间越久利息越高，还到后面利息远远高于宣传不知道多少倍，存在欺诈行为。我要求办理提前还款，却要求高达3%的提前还款手续费。业务经理在办理时并未说明违约金情况，利率跟实际严重不符，早还款要收取奇高手续费。现我要求提前还款，并免于支付提前还款手续费！
 客服服务态度差,宁波银行,2020年06月09日 18:51, 改善服务,已经解释很多次，每个月只能依照我的意愿还钱，还不依不饶问为什么？态度差。工号7116一个姓张的。
 冻结账户,宁波银行,2020年06月03日 17:13," 解释,解封账户",我在宁波办理的宁波储蓄卡一直正常使用。他们在没有电话短信提醒下私自对我的卡冻结。导致我里面的钱用不了。关键我毫不知情。这几天每天还往里面存钱。打电话给客服客服说还要我去柜台处理。关键我现在人在福建，他们在这里没有网点。我短期也不会离开福建。他们这种行为对我造成很大的困扰。希望帮我处理，解封卡片，然后给我解释
" 虚假宣传,万利金虚假宣传",宁波银行,2020年06月03日 14:16, 要求免除提前还款手续,2018年8月我在办理宁波银行贷款的时候，客户经理推荐万利金产品，说分期利率88折以后非常划算，月息低至0.66%。这样我以为年化利率是7.92%，但是是今年我偶然得知，我这个万利金实际年化利率高达15%以上，才知道他们这个万利金利率算法和正常的贷款利率算法是不一样的。因为自己一直大大咧咧没有关注还款数额里面本金和利息的对比，这两年吃了大亏。我在宁波银行操作提前还款的，发现他们对于提前还款竟然还要收3%的手续费！等于说我还要另外支付3600元！我现在强烈要求提前还款免除违约金，请国家监管部门调查
" 改善服务,停止骚扰家人,停息分期",宁波银行,2020年06月03日 10:58," 改善服务,停息分期,停止骚扰家人",由于疫情，我几个月没有收入，我是做销售，大环境下目前生意很差，导致宁波银行信用卡逾期，罚息比高利贷还高，我和客服联系说每个月还款，有多少还多少，但是宁波银行依然第三方暴力催收，威胁恐吓，致电我的家人，老年人身体不好，而且早上我还打电话说了在跟银行协商，第三方催收公司根本就不听不理解，说什么跟客服联系都没有用，我要求停止骚扰我，我的家人和公司，停息分期还款。
 虚假宣传,宁波银行,2020年06月01日 17:18, 免除提前还款违约金,2019年12月底，宁波银行客服经理来我办公地点推销所谓的万利金，当时说利率特别低，而且说刚好有利息打88折优惠券，推荐我办理.在他们工作人员的说服下，我办理了70万的万利金8年96期，每期还本付息，当初说月利率0.6%*12=7.2%乘以0.88大概6.33%多点.（客户经理当时不断地模糊手续费和月利率的概念，误导消费者以为贷款的年化利率就是6.33%）。我还了四期的利息之后，我才发现这里面利息其实很高，因为后期本金很少但利息跟之前一样，这算起来都有10%多，发现利息计算不是当初宣传的那样，我就申请提前还款，办理时也说是可以提前还款，但是要支付高额的提前还款手续费，剩余本金3%，要20000元，这算起来比高利贷还高。所以强烈要求宁波银行帮我免掉所谓的提前还款手续费，让我尽快还清贷款！
" 登陆不上,联系不上客服,查看不了还款账单",宁波银行,2020年05月28日 22:35," 解释,改善服务,赔偿",从五月份开始，我从去哪儿网借款优选借了宁波银行直接贷，一直登陆不上去，不知道什么原因，也联系不上客服，查看不了自己的借款，还款账单。登陆不上，输入不了密码，已经关机重启。卸载重装还是没用
